Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
1,0.595,0.46,0.21,1.133,0.4375,0.2925,0.335,10
0,0.53,0.42,0.13,0.7995,0.3135,0.156,0.2185,10
2,0.45,0.355,0.105,0.4955,0.216,0.11,0.12,7
2,0.385,0.29,0.08,0.2775,0.1305,0.0605,0.0765,6
2,0.515,0.4,0.135,0.723,0.377,0.149,0.178,8
0,0.5,0.385,0.13,0.6425,0.3285,0.1205,0.1535,9
0,0.735,0.525,0.155,1.74,0.742,0.3195,0.44,12
0,0.645,0.495,0.155,1.2205,0.6145,0.2605,0.3185,9
1,0.585,0.5,0.185,0.886,0.4375,0.1605,0.28,10
0,0.525,0.4,0.135,0.7625,0.289,0.1745,0.16,7
0,0.175,0.125,0.035,0.029,0.0095,0.0065,0.008,4
0,0.65,0.525,0.19,1.363,0.5995,0.3585,0.385,13
0,0.53,0.455,0.155,0.9845,0.4495,0.2075,0.271,10
0,0.545,0.42,0.125,0.7865,0.403,0.1815,0.1795,8
2,0.37,0.28,0.08,0.2445,0.108,0.043,0.07,6
1,0.59,0.465,0.155,0.9885,0.3805,0.1835,0.335,13
1,0.595,0.475,0.175,1.0765,0.401,0.246,0.415,23
1,0.59,0.46,0.145,0.9685,0.4475,0.185,0.2625,9
2,0.435,0.335,0.13,0.3795,0.1545,0.073,0.1045,8
0,0.56,0.45,0.145,0.9285,0.405,0.24,0.2575,9
0,0.59,0.455,0.15,1.082,0.433,0.2725,0.315,11
0,0.595,0.46,0.135,0.921,0.357,0.181,0.29,11
1,0.655,0.53,0.175,1.5515,0.65,0.3835,0.3735,13
0,0.535,0.44,0.145,0.879,0.3035,0.2235,0.25,12
2,0.63,0.47,0.17,1.1835,0.624,0.2355,0.3085,10
2,0.21,0.13,0.04,0.046,0.017,0.0065,0.01,4
1,0.57,0.45,0.17,1.3485,0.5305,0.2785,0.405,16
0,0.58,0.46,0.135,0.92,0.412,0.217,0.2,9
0,0.21,0.15,0.03,0.0385,0.0115,0.005,0.01,3
2,0.175,0.13,0.04,0.0235,0.009,0.0065,0.007,4
0,0.62,0.42,0.165,0.9505,0.4915,0.2245,0.228,9
0,0.56,0.425,0.155,0.8285,0.3575,0.1785,0.24,12
0,0.59,0.47,0.15,1.1785,0.539,0.2705,0.28,10
2,0.385,0.3,0.085,0.304,0.1145,0.071,0.063,8
1,0.6,0.475,0.17,1.122,0.4635,0.2655,0.3085,11
2,0.475,0.36,0.13,0.4775,0.2115,0.1045,0.125,6
0,0.62,0.5,0.16,1.2235,0.481,0.2575,0.355,13
0,0.61,0.485,0.155,1.0385,0.4975,0.2425,0.288,9
0,0.665,0.54,0.185,1.528,0.5825,0.298,0.455,10
2,0.295,0.215,0.07,0.118,0.0405,0.0235,0.032,7
1,0.45,0.355,0.125,0.458,0.2225,0.098,0.123,9
2,0.425,0.31,0.095,0.3575,0.1395,0.0795,0.1,8
1,0.705,0.535,0.175,1.675,0.797,0.4025,0.405,11
1,0.595,0.47,0.145,0.933,0.442,0.1845,0.255,8
0,0.725,0.55,0.2,1.757,0.8665,0.3645,0.461,11
0,0.575,0.48,0.195,1.1405,0.5495,0.2215,0.355,9
0,0.67,0.56,0.195,1.9835,0.8145,0.3035,0.495,11
2,0.465,0.355,0.145,0.498,0.2395,0.099,0.14,8
0,0.53,0.425,0.15,0.7145,0.3205,0.1445,0.2475,9
1,0.56,0.44,0.165,0.873,0.3775,0.184,0.2615,10
0,0.46,0.355,0.11,0.4625,0.2315,0.108,0.113,7
2,0.335,0.23,0.075,0.1525,0.0605,0.0355,0.045,6
2,0.27,0.2,0.06,0.0965,0.03,0.0215,0.032,5
2,0.55,0.415,0.145,0.7125,0.3065,0.1615,0.205,10
1,0.605,0.455,0.16,1.1325,0.547,0.231,0.271,9
2,0.31,0.215,0.07,0.0875,0.031,0.022,0.0255,6
1,0.555,0.455,0.15,1.04,0.3145,0.235,0.26,14
1,0.645,0.505,0.17,1.5365,0.6715,0.3525,0.4,13
2,0.255,0.19,0.07,0.084,0.0255,0.0215,0.025,5
1,0.565,0.41,0.225,0.6665,0.2385,0.132,0.19,15
2,0.4,0.3,0.1,0.3025,0.1365,0.06,0.0965,6
1,0.485,0.36,0.12,0.5415,0.2145,0.127,0.1385,8
1,0.64,0.485,0.175,1.5175,0.7765,0.302,0.409,10
2,0.35,0.245,0.09,0.187,0.064,0.0265,0.0385,6
0,0.425,0.32,0.105,0.394,0.1245,0.0955,0.1,7
1,0.72,0.565,0.175,1.7495,0.797,0.3585,0.437,10
2,0.47,0.36,0.11,0.447,0.1695,0.082,0.15,10
1,0.58,0.46,0.145,0.9705,0.4415,0.263,0.255,9
1,0.52,0.4,0.14,0.6335,0.2675,0.1275,0.22,11
0,0.58,0.47,0.165,1.0735,0.437,0.2215,0.305,13
0,0.565,0.44,0.15,0.9845,0.3745,0.2465,0.295,10
2,0.315,0.23,0.075,0.1515,0.0595,0.0335,0.04,6
2,0.515,0.4,0.145,0.7085,0.3465,0.1455,0.175,9
0,0.57,0.455,0.155,0.8875,0.3465,0.1715,0.263,9
0,0.575,0.47,0.16,0.869,0.3425,0.191,0.225,8
0,0.57,0.435,0.155,0.984,0.4385,0.2185,0.265,11
0,0.57,0.435,0.155,0.9395,0.4275,0.214,0.27,10
2,0.255,0.19,0.065,0.081,0.0295,0.0155,0.0215,6
2,0.475,0.365,0.125,0.492,0.211,0.114,0.1465,9
0,0.565,0.44,0.16,0.8795,0.3435,0.207,0.275,12
1,0.5,0.38,0.155,0.6295,0.2385,0.1245,0.17,9
2,0.295,0.215,0.07,0.129,0.05,0.0295,0.035,6
1,0.65,0.525,0.19,1.6275,0.667,0.3595,0.41,15
1,0.555,0.44,0.135,0.869,0.3285,0.169,0.27,10
1,0.655,0.51,0.175,1.3905,0.711,0.2975,0.375,9
1,0.585,0.465,0.15,0.98,0.4245,0.2195,0.247,9
0,0.59,0.465,0.15,1.102,0.4625,0.2025,0.33,9
2,0.52,0.405,0.125,0.6515,0.2545,0.1655,0.205,8
0,0.54,0.41,0.13,0.738,0.2885,0.1755,0.194,8
0,0.565,0.435,0.14,0.812,0.3,0.1575,0.255,14
0,0.58,0.45,0.16,0.922,0.342,0.2065,0.26,18
0,0.505,0.385,0.115,0.5185,0.2,0.11,0.15,7
1,0.52,0.395,0.125,0.8115,0.4035,0.1775,0.2,8
1,0.6,0.465,0.14,1.0325,0.4005,0.2075,0.2845,9
1,0.5,0.375,0.125,0.5925,0.27,0.11,0.18,8
1,0.445,0.345,0.115,0.4085,0.1515,0.093,0.12,9
0,0.73,0.575,0.18,1.859,0.9265,0.3395,0.446,11
1,0.505,0.385,0.135,0.601,0.2675,0.1205,0.17,9
1,0.615,0.495,0.15,1.2615,0.5335,0.2815,0.31,9
0,0.6,0.41,0.155,0.9745,0.4315,0.189,0.2195,10
0,0.545,0.42,0.14,0.831,0.3795,0.1455,0.2105,9
0,0.37,0.275,0.1,0.2225,0.0835,0.056,0.08,8
2,0.53,0.415,0.125,0.7665,0.32,0.1405,0.18,8
1,0.695,0.55,0.215,1.959,0.8795,0.407,0.455,9
1,0.5,0.4,0.15,0.637,0.249,0.1355,0.195,10
0,0.545,0.41,0.135,0.776,0.3745,0.186,0.19,9
2,0.425,0.325,0.11,0.3265,0.1415,0.0725,0.085,6
2,0.36,0.26,0.08,0.2045,0.09,0.033,0.065,5
0,0.565,0.45,0.16,0.8795,0.237,0.1835,0.285,16
2,0.51,0.385,0.11,0.599,0.2485,0.135,0.161,9
1,0.45,0.35,0.135,0.458,0.1685,0.0925,0.155,13
0,0.58,0.44,0.14,0.98,0.4895,0.2095,0.2185,10
2,0.51,0.355,0.105,0.547,0.244,0.116,0.1565,9
0,0.645,0.5,0.185,1.5275,0.6325,0.3435,0.38,10
0,0.57,0.45,0.135,1.0105,0.492,0.209,0.202,8
2,0.555,0.435,0.145,0.6295,0.2555,0.132,0.19,9
0,0.59,0.445,0.14,0.8255,0.4155,0.1715,0.23,9
2,0.465,0.36,0.14,0.5255,0.2085,0.115,0.1555,8
0,0.55,0.41,0.13,0.7305,0.3245,0.1715,0.2185,9
1,0.555,0.43,0.145,0.7905,0.3345,0.1765,0.2485,10
0,0.63,0.485,0.15,1.098,0.5195,0.2435,0.33,9
0,0.64,0.55,0.17,1.247,0.472,0.2455,0.4,15
0,0.73,0.565,0.26,2.0175,0.927,0.4825,0.3625,13
0,0.5,0.405,0.125,0.6655,0.2725,0.1355,0.205,10
0,0.545,0.405,0.175,0.738,0.304,0.17,0.22,9
1,0.525,0.435,0.145,0.97,0.2885,0.1755,0.264,19
2,0.53,0.41,0.125,0.7085,0.3325,0.1455,0.18,8
0,0.595,0.47,0.165,1.2635,0.5335,0.2755,0.36,11
2,0.535,0.4,0.135,0.6025,0.2895,0.12,0.1825,9
1,0.675,0.565,0.19,1.8375,0.7645,0.3615,0.553,9
1,0.62,0.455,0.13,1.1045,0.4535,0.2405,0.295,11
2,0.43,0.32,0.11,0.3675,0.174,0.0785,0.105,7
2,0.33,0.26,0.09,0.221,0.1075,0.0335,0.06,7
1,0.5,0.4,0.095,0.6765,0.2965,0.1665,0.205,10
1,0.54,0.41,0.155,0.879,0.2695,0.1765,0.265,12
2,0.57,0.46,0.14,0.7495,0.3745,0.1755,0.175,8
0,0.595,0.465,0.17,0.853,0.387,0.156,0.245,9
0,0.495,0.39,0.125,0.6985,0.2,0.166,0.195,14
2,0.255,0.15,0.055,0.0455,0.02,0.0065,0.015,8
1,0.645,0.525,0.2,1.3915,0.5,0.3025,0.495,14
2,0.175,0.13,0.04,0.036,0.009,0.0155,0.009,4
2,0.225,0.165,0.055,0.059,0.027,0.012,0.015,5
2,0.255,0.19,0.06,0.074,0.0255,0.0165,0.03,5
2,0.555,0.405,0.14,0.6955,0.3075,0.1385,0.1845,8
0,0.605,0.47,0.17,1.1655,0.4935,0.2475,0.34,9
1,0.56,0.465,0.185,0.971,0.391,0.216,0.29,12
1,0.575,0.45,0.14,0.9265,0.38,0.2175,0.27,9
0,0.5,0.385,0.135,0.6425,0.3145,0.1265,0.1535,8
0,0.435,0.33,0.09,0.3565,0.143,0.0655,0.113,9
0,0.46,0.36,0.11,0.4075,0.159,0.086,0.13,8
0,0.525,0.415,0.125,0.6885,0.328,0.1625,0.195,9
0,0.63,0.515,0.165,1.3705,0.6655,0.311,0.387,9
2,0.385,0.285,0.09,0.251,0.1225,0.037,0.0675,6
2,0.44,0.33,0.1,0.437,0.163,0.0755,0.115,8
0,0.58,0.44,0.14,0.7665,0.264,0.184,0.27,11
0,0.58,0.455,0.18,1.1185,0.4975,0.2165,0.33,15
0,0.475,0.355,0.1,0.5065,0.2435,0.1045,0.1495,7
2,0.52,0.405,0.12,0.6455,0.3115,0.1455,0.177,8
0,0.51,0.39,0.135,0.7865,0.365,0.2,0.18,11
1,0.69,0.545,0.235,1.7765,0.7725,0.3625,0.47,10
1,0.575,0.45,0.145,0.9685,0.4635,0.1825,0.24,9
0,0.545,0.42,0.155,0.7825,0.327,0.1595,0.2425,8
0,0.51,0.39,0.135,0.769,0.3935,0.1455,0.18,10
2,0.465,0.375,0.1,0.499,0.21,0.0865,0.135,7
2,0.36,0.26,0.085,0.2085,0.0985,0.052,0.052,6
2,0.305,0.225,0.07,0.131,0.0415,0.0275,0.034,5
2,0.505,0.395,0.145,0.6315,0.3045,0.1595,0.167,7
2,0.385,0.295,0.09,0.2615,0.0905,0.0575,0.0845,7
1,0.63,0.495,0.13,1.0935,0.564,0.2145,0.288,8
1,0.575,0.45,0.145,0.879,0.3795,0.1735,0.255,9
2,0.535,0.435,0.155,0.8075,0.358,0.152,0.2595,10
2,0.37,0.28,0.09,0.253,0.1115,0.042,0.058,7
0,0.59,0.455,0.135,1.007,0.462,0.2345,0.287,11
0,0.635,0.495,0.15,1.1345,0.4785,0.2425,0.28,8
0,0.44,0.35,0.105,0.4775,0.185,0.0705,0.16,9
2,0.425,0.325,0.09,0.3245,0.1375,0.071,0.105,8
2,0.54,0.42,0.13,0.664,0.3315,0.127,0.175,8
2,0.55,0.43,0.145,0.874,0.3875,0.1855,0.22,9
2,0.47,0.375,0.115,0.4385,0.1825,0.081,0.15,7
2,0.435,0.325,0.11,0.3335,0.1445,0.0665,0.105,8
2,0.425,0.33,0.11,0.3695,0.1575,0.0795,0.105,7
2,0.415,0.315,0.1,0.3595,0.167,0.06,0.0915,6
0,0.605,0.47,0.16,1.0915,0.391,0.2265,0.355,17
1,0.565,0.46,0.135,0.926,0.398,0.195,0.29,14
2,0.375,0.285,0.1,0.226,0.105,0.0455,0.064,7
0,0.605,0.49,0.16,1.15,0.5875,0.2555,0.2425,10
0,0.615,0.475,0.175,1.115,0.484,0.278,0.35,8
0,0.52,0.415,0.15,0.8115,0.3525,0.1975,0.2315,9
1,0.605,0.475,0.165,1.1215,0.4725,0.2485,0.37,17
2,0.33,0.24,0.08,0.17,0.076,0.0365,0.055,6
1,0.445,0.35,0.13,0.514,0.2065,0.0945,0.155,16
0,0.585,0.455,0.155,0.8705,0.2895,0.1715,0.265,13
2,0.34,0.265,0.085,0.2225,0.0915,0.0385,0.067,6
0,0.455,0.355,0.13,0.415,0.1575,0.087,0.135,10
0,0.55,0.44,0.145,0.8285,0.275,0.1715,0.237,14
2,0.525,0.4,0.13,0.7245,0.3285,0.13,0.18,8
1,0.665,0.5,0.205,1.484,0.5985,0.3115,0.41,16
0,0.545,0.42,0.165,0.8035,0.2975,0.1825,0.228,13
2,0.37,0.27,0.085,0.199,0.0785,0.038,0.058,7
1,0.5,0.415,0.155,0.9715,0.4345,0.2105,0.285,11
0,0.645,0.485,0.185,1.415,0.5045,0.345,0.43,16
0,0.635,0.515,0.175,1.4935,0.623,0.3485,0.3655,10
1,0.59,0.475,0.155,0.974,0.4305,0.23,0.285,13
1,0.58,0.45,0.14,0.9685,0.49,0.182,0.2385,9
1,0.605,0.46,0.175,1.122,0.479,0.274,0.3035,10
0,0.51,0.405,0.12,1.012,0.487,0.16,0.2535,9
1,0.6,0.475,0.155,0.9685,0.4145,0.1625,0.2875,9
0,0.475,0.35,0.12,0.487,0.2125,0.1155,0.1365,9
0,0.625,0.51,0.195,1.348,0.5995,0.2605,0.445,11
2,0.435,0.325,0.11,0.4305,0.184,0.0785,0.1245,7
1,0.575,0.475,0.125,0.9895,0.4535,0.171,0.236,9
2,0.515,0.36,0.125,0.5175,0.2535,0.1095,0.14,8
2,0.53,0.39,0.135,0.632,0.2935,0.1315,0.1845,8
0,0.545,0.425,0.155,0.7495,0.329,0.183,0.234,8
1,0.645,0.52,0.18,1.5395,0.741,0.3035,0.4625,13
1,0.605,0.495,0.16,1.0885,0.5165,0.234,0.305,13
0,0.63,0.48,0.15,1.3165,0.6325,0.2565,0.3325,9
1,0.695,0.55,0.185,1.6755,0.714,0.331,0.4725,11
1,0.375,0.26,0.075,0.1825,0.0745,0.0355,0.05,5
0,0.455,0.335,0.11,0.417,0.1525,0.096,0.135,8
2,0.515,0.4,0.125,0.623,0.2505,0.159,0.185,8
1,0.58,0.465,0.2,1.0825,0.4155,0.239,0.4115,13
0,0.435,0.355,0.125,0.459,0.2135,0.096,0.146,8
2,0.455,0.365,0.12,0.5065,0.222,0.1235,0.16,8
1,0.625,0.475,0.16,1.073,0.483,0.198,0.3145,8
1,0.615,0.465,0.16,1.065,0.4935,0.2385,0.27,9
0,0.625,0.49,0.165,1.2645,0.547,0.2855,0.317,8
1,0.605,0.475,0.165,1.1005,0.5385,0.2365,0.2755,9
2,0.45,0.345,0.105,0.4165,0.18,0.0935,0.125,7
0,0.495,0.385,0.15,0.7225,0.246,0.2015,0.215,13
1,0.575,0.47,0.145,0.953,0.3945,0.2195,0.29,10
1,0.655,0.51,0.175,1.3375,0.5805,0.2815,0.3825,10
0,0.59,0.465,0.17,0.983,0.407,0.1855,0.28,11
1,0.45,0.355,0.14,0.494,0.214,0.108,0.15,8
2,0.415,0.33,0.105,0.318,0.119,0.0735,0.095,7
0,0.53,0.41,0.135,0.6885,0.294,0.1625,0.225,8
0,0.645,0.51,0.21,1.539,0.664,0.3835,0.44,13
0,0.575,0.45,0.145,1.1005,0.3525,0.262,0.27,18
0,0.615,0.5,0.175,1.0765,0.4375,0.2325,0.36,12
1,0.585,0.45,0.15,0.923,0.4625,0.2055,0.2405,8
2,0.275,0.195,0.065,0.08,0.031,0.02,0.025,6
0,0.55,0.425,0.145,0.8765,0.4375,0.2025,0.19,8
2,0.505,0.39,0.125,0.6335,0.2925,0.1265,0.18,8
1,0.66,0.54,0.18,1.5595,0.6275,0.3315,0.47,13
0,0.3,0.245,0.045,0.1245,0.033,0.0265,0.035,5
2,0.44,0.34,0.13,0.4045,0.1525,0.092,0.1015,7
2,0.35,0.255,0.08,0.18,0.0715,0.0355,0.052,5
0,0.595,0.475,0.16,1.0745,0.4535,0.2135,0.355,10
1,0.51,0.4,0.125,0.6445,0.2715,0.158,0.175,9
1,0.75,0.55,0.185,1.676,0.7245,0.4095,0.47,13
1,0.565,0.44,0.145,0.858,0.3155,0.1735,0.27,10
2,0.55,0.435,0.15,0.7285,0.3485,0.1415,0.18,8
1,0.65,0.52,0.185,1.4935,0.5235,0.3315,0.395,12
0,0.605,0.485,0.135,1.145,0.5125,0.262,0.2905,11
2,0.495,0.335,0.08,0.378,0.1715,0.085,0.107,8
1,0.595,0.48,0.165,1.13,0.4525,0.238,0.335,10
2,0.275,0.23,0.085,0.1775,0.061,0.0405,0.0425,6
2,0.4,0.31,0.11,0.2815,0.115,0.057,0.095,7
1,0.625,0.49,0.145,1.0655,0.5065,0.2245,0.251,9
0,0.535,0.42,0.135,0.5805,0.2155,0.1225,0.22,9
0,0.605,0.48,0.16,1.2255,0.5475,0.2685,0.317,12
2,0.625,0.495,0.185,1.1,0.485,0.2605,0.285,9
0,0.51,0.395,0.15,0.86,0.3165,0.16,0.255,16
2,0.48,0.37,0.11,0.5205,0.2555,0.1055,0.14,8
1,0.63,0.505,0.17,1.3275,0.4975,0.3255,0.41,19
2,0.5,0.4,0.13,0.6255,0.261,0.1285,0.18,12
0,0.385,0.265,0.09,0.2175,0.097,0.038,0.063,8
1,0.47,0.36,0.125,0.4775,0.1865,0.105,0.159,9
1,0.575,0.44,0.135,0.7865,0.3235,0.1905,0.2255,9
1,0.72,0.57,0.215,2.236,1.109,0.5195,0.545,11
1,0.515,0.4,0.14,0.7835,0.3485,0.179,0.192,8
2,0.555,0.44,0.145,0.879,0.3275,0.182,0.26,10
0,0.605,0.48,0.155,1.1185,0.5015,0.2835,0.3095,10
2,0.37,0.275,0.09,0.257,0.097,0.053,0.08,7
2,0.515,0.38,0.12,0.6295,0.2655,0.1245,0.185,9
1,0.54,0.475,0.16,0.959,0.2385,0.213,0.3,16
2,0.2,0.145,0.025,0.0345,0.011,0.005,0.01,5
0,0.505,0.405,0.135,0.6645,0.2705,0.1655,0.185,10
1,0.595,0.465,0.15,1.0615,0.5145,0.2555,0.285,9
2,0.5,0.36,0.1,0.4405,0.2025,0.0775,0.105,6
1,0.67,0.52,0.18,1.3825,0.6605,0.278,0.4175,11
1,0.645,0.525,0.185,1.349,0.531,0.3395,0.435,10
2,0.475,0.35,0.11,0.498,0.2375,0.099,0.13,8
0,0.455,0.365,0.145,0.5065,0.197,0.0855,0.1775,10
2,0.44,0.33,0.115,0.3705,0.1545,0.084,0.114,10
1,0.695,0.53,0.19,1.798,0.664,0.4195,0.57,15
1,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,8
1,0.56,0.45,0.135,0.8,0.3435,0.157,0.235,11
2,0.31,0.225,0.075,0.1295,0.0455,0.028,0.044,5
0,0.57,0.46,0.15,1.1135,0.4235,0.2245,0.31,12
2,0.445,0.32,0.12,0.378,0.152,0.089,0.12,7
0,0.565,0.45,0.145,0.972,0.4435,0.2235,0.26,10
0,0.55,0.465,0.145,0.895,0.4015,0.2035,0.21,8
2,0.47,0.35,0.12,0.4775,0.1665,0.111,0.135,9
0,0.635,0.51,0.17,1.36,0.5885,0.318,0.405,20
1,0.725,0.55,0.22,2.1075,0.931,0.437,0.545,12
1,0.575,0.465,0.145,0.9755,0.3845,0.2495,0.285,13
1,0.625,0.485,0.155,1.2015,0.5235,0.2455,0.315,9
2,0.445,0.345,0.1,0.4155,0.1755,0.093,0.109,7
1,0.67,0.525,0.175,1.4715,0.6525,0.3315,0.435,11
2,0.42,0.325,0.085,0.313,0.1245,0.063,0.125,8
2,0.445,0.335,0.11,0.4355,0.2075,0.085,0.1085,7
2,0.455,0.37,0.135,0.514,0.2085,0.1155,0.145,8
1,0.525,0.405,0.13,0.8605,0.3135,0.168,0.235,10
1,0.65,0.515,0.195,1.4005,0.675,0.3095,0.415,21
1,0.425,0.35,0.11,0.406,0.1645,0.091,0.1355,8
0,0.675,0.55,0.195,1.8325,0.942,0.366,0.44,13
0,0.665,0.525,0.18,1.406,0.6175,0.2335,0.4315,9
2,0.515,0.425,0.14,0.7165,0.3595,0.1595,0.1785,9
0,0.55,0.425,0.145,0.8115,0.38,0.1615,0.22,7
1,0.51,0.4,0.12,0.6675,0.2985,0.1565,0.21,10
1,0.6,0.48,0.185,1.2935,0.6135,0.2705,0.33,9
0,0.615,0.48,0.19,1.08,0.4605,0.2465,0.305,14
2,0.525,0.41,0.14,0.724,0.3695,0.139,0.1885,8
2,0.53,0.415,0.145,0.7055,0.2925,0.133,0.22,14
1,0.72,0.56,0.23,1.719,0.68,0.3055,0.455,19
0,0.495,0.4,0.145,0.764,0.3035,0.176,0.2175,15
1,0.53,0.415,0.14,0.741,0.29,0.1715,0.195,8
1,0.575,0.445,0.15,0.985,0.3895,0.2205,0.275,13
0,0.675,0.55,0.19,1.4545,0.592,0.322,0.4125,11
1,0.5,0.385,0.135,0.6245,0.2485,0.1315,0.1775,8
2,0.435,0.33,0.115,0.3265,0.1315,0.077,0.105,8
1,0.6,0.47,0.15,0.958,0.4535,0.1715,0.2925,10
2,0.28,0.21,0.075,0.1275,0.0505,0.0235,0.03,7
0,0.54,0.425,0.135,0.8195,0.415,0.1715,0.225,9
2,0.37,0.265,0.08,0.24,0.1205,0.056,0.053,6
1,0.615,0.475,0.165,1.2415,0.5565,0.2925,0.3095,9
0,0.605,0.485,0.205,1.3185,0.4565,0.32,0.475,14
0,0.54,0.415,0.14,0.7305,0.2835,0.1695,0.185,9
0,0.38,0.305,0.095,0.2815,0.115,0.038,0.09,7
2,0.425,0.315,0.105,0.347,0.1635,0.081,0.1,10
0,0.535,0.41,0.185,0.852,0.3285,0.1855,0.2735,10
0,0.53,0.425,0.125,0.7245,0.3465,0.1415,0.17,7
1,0.57,0.43,0.14,0.8315,0.354,0.1415,0.255,10
0,0.59,0.46,0.15,1.013,0.4895,0.201,0.25,10
0,0.57,0.465,0.175,0.983,0.4515,0.207,0.295,14
2,0.465,0.375,0.115,0.541,0.2485,0.098,0.13,7
0,0.68,0.525,0.185,1.564,0.633,0.3385,0.37,9
0,0.61,0.47,0.17,1.112,0.4925,0.267,0.329,11
2,0.455,0.33,0.14,0.5725,0.215,0.1125,0.126,5
0,0.515,0.425,0.13,0.6115,0.245,0.1315,0.2,9
2,0.48,0.355,0.11,0.531,0.2465,0.1095,0.13,8
2,0.555,0.43,0.135,0.8685,0.3485,0.1795,0.2365,9
0,0.47,0.375,0.12,0.451,0.21,0.0935,0.12,8
2,0.33,0.275,0.09,0.197,0.06,0.0345,0.0615,8
1,0.57,0.46,0.155,0.9225,0.3245,0.168,0.295,12
0,0.725,0.575,0.185,1.792,0.8295,0.423,0.485,11
2,0.505,0.39,0.13,0.5415,0.2165,0.1235,0.185,9
2,0.4,0.3,0.09,0.2905,0.1165,0.0515,0.085,8
0,0.56,0.43,0.145,0.877,0.3875,0.155,0.2645,9
2,0.43,0.32,0.1,0.2875,0.1145,0.057,0.095,8
1,0.67,0.54,0.19,1.732,0.732,0.3045,0.415,14
2,0.525,0.405,0.14,0.6805,0.3045,0.138,0.18,9
2,0.425,0.31,0.105,0.385,0.1695,0.0625,0.095,8
2,0.61,0.465,0.155,0.9225,0.436,0.19,0.28,9
2,0.315,0.245,0.09,0.1455,0.0595,0.0375,0.0425,6
2,0.205,0.155,0.05,0.0515,0.0185,0.013,0.0125,4
0,0.62,0.46,0.14,1.003,0.4655,0.2115,0.28,13
2,0.54,0.425,0.14,0.7085,0.3055,0.2015,0.1885,9
2,0.425,0.34,0.1,0.361,0.1705,0.064,0.105,6
1,0.61,0.475,0.165,1.3025,0.567,0.3035,0.31,10
0,0.67,0.52,0.195,1.676,0.693,0.44,0.46,10
1,0.655,0.52,0.17,1.4605,0.5995,0.322,0.36,9
2,0.3,0.23,0.075,0.1225,0.0545,0.0115,0.035,5
0,0.68,0.57,0.2,1.7365,0.7155,0.3615,0.446,9
1,0.6,0.5,0.15,0.998,0.3685,0.1715,0.345,12
1,0.67,0.545,0.175,1.707,0.6995,0.387,0.42,12
0,0.555,0.44,0.145,0.9085,0.345,0.1735,0.27,16
0,0.61,0.46,0.15,1.0735,0.475,0.2575,0.2705,9
1,0.535,0.425,0.135,0.6385,0.2825,0.1295,0.2185,10
2,0.405,0.3,0.105,0.3085,0.1405,0.0595,0.085,6
1,0.605,0.475,0.185,1.3695,0.435,0.2555,0.435,20
0,0.36,0.255,0.075,0.1895,0.0785,0.0345,0.057,7
1,0.585,0.46,0.16,0.8755,0.3465,0.2065,0.265,9
0,0.625,0.485,0.155,1.2275,0.5715,0.1965,0.3165,11
1,0.575,0.45,0.165,1.1345,0.4985,0.2255,0.2895,12
2,0.5,0.375,0.13,0.5745,0.309,0.112,0.1405,8
0,0.62,0.465,0.165,1.0465,0.5235,0.2145,0.2825,8
1,0.625,0.48,0.17,1.0845,0.4955,0.228,0.3315,9
2,0.475,0.35,0.115,0.5965,0.2645,0.111,0.155,7
0,0.66,0.515,0.175,1.4775,0.615,0.3265,0.395,12
0,0.575,0.46,0.14,0.8145,0.3285,0.1725,0.24,13
2,0.58,0.46,0.18,0.9995,0.425,0.1985,0.295,12
0,0.32,0.225,0.08,0.1285,0.0335,0.0265,0.044,7
0,0.36,0.265,0.105,0.2165,0.083,0.037,0.075,6
0,0.47,0.375,0.125,0.5765,0.2575,0.128,0.174,8
2,0.385,0.285,0.095,0.2815,0.1215,0.0575,0.0775,7
1,0.445,0.335,0.095,0.3245,0.13,0.074,0.115,9
2,0.455,0.34,0.11,0.435,0.175,0.0945,0.135,8
0,0.165,0.11,0.04,0.019,0.0065,0.0025,0.005,3
0,0.63,0.485,0.165,1.271,0.6375,0.2565,0.3315,9
2,0.275,0.2,0.07,0.0935,0.039,0.0205,0.03,8
1,0.55,0.435,0.16,0.9685,0.3195,0.2145,0.28,13
1,0.65,0.51,0.18,1.3645,0.6375,0.3065,0.383,8
0,0.535,0.42,0.155,0.7275,0.2885,0.155,0.215,9
0,0.575,0.445,0.14,0.8435,0.3745,0.1915,0.245,9
2,0.5,0.39,0.13,0.677,0.3025,0.1455,0.1715,8
0,0.535,0.41,0.125,0.768,0.3105,0.1785,0.1785,9
2,0.41,0.325,0.115,0.3675,0.1735,0.0735,0.0975,8
0,0.53,0.415,0.155,0.7155,0.3485,0.1695,0.195,10
0,0.475,0.385,0.14,0.7745,0.282,0.182,0.2495,11
2,0.56,0.44,0.145,0.8935,0.3755,0.2185,0.23,10
0,0.66,0.54,0.155,1.7395,0.675,0.349,0.3885,13
1,0.575,0.455,0.16,1.13,0.402,0.2615,0.335,13
2,0.37,0.28,0.085,0.2175,0.096,0.0325,0.07,7
1,0.58,0.455,0.16,1.065,0.547,0.2155,0.2885,8
1,0.68,0.52,0.195,1.5865,0.73,0.35,0.4055,10
2,0.415,0.31,0.09,0.3355,0.1515,0.058,0.096,7
